	sample	Time	Bin	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp
79	Rice straw	1	FBaRs1_33	bacteria_odb10	65.3	62.9	2.4	12.1	22.6	124	4493	4493	0.00%	597	71.56	2.24	Neural Network (Specific Model)	11	0.925	4493	263.4264425	2231340	0.74	2617	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Agrococcus;s__Agrococcus terreus	GCF_014645235.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Agrococcus;s__Agrococcus terreus	97.08	0.886							ani_screen	classification based on ANI only	"GCF_030758955.1, s__Agrococcus sp030758955, 95.0, 86.64, 0.275; GCF_024723325.1, s__Agrococcus sp024723325, 95.0, 86.95, 0.3; GCA_031178105.1, s__Agrococcus sp031178105, 95.0, 86.33, 0.235; GCF_003752465.1, s__Agrococcus jenensis, 95.0, 87.37, 0.358; GCF_018308945.1, s__Agrococcus sp018308945, 95.0, 87.09, 0.311; GCF_900104705.1, s__Agrococcus carbonis, 95.0, 87.25, 0.323; GCF_000425105.1, s__Agrococcus lahaulensis, 95.0, 87.18, 0.314; GCF_022436485.1, s__Agrococcus sp022436485, 95.0, 86.02, 0.257; GCF_000400485.1, s__Agrococcus pavilionensis, 95.0, 87.21, 0.321; GCF_007923295.1, s__Agrococcus sediminis, 95.0, 87.74, 0.359; GCA_031179215.1, s__Agrococcus sp031179215, 95.0, 86.38, 0.263; GCF_900117395.1, s__Agrococcus sp900117395, 95.0, 86.3, 0.286; GCF_026625845.1, s__Agrococcus sp026625845, 95.0, 89.52, 0.54; GCF_017168255.1, s__Agrococcus sp017168255, 95.0, 85.93, 0.221; GCA_007988785.1, s__Agrococcus baldri_A, 95.0, 86.56, 0.289; GCA_900114805.1, s__Agrococcus baldri, 95.0, 85.85, 0.228"					2621	2519	597	genus	0.91	0.87	0.64	0.07	0.15	0.8	0.7	FALSE	597	597	126	17	0	0	2231340	2231340	977164	228474	0	0	597	18285	2231340	74.09	4493	1929	5496.3	156	467	0
80	Rice straw	1	FBaRs1_34	bacteria_odb10	58.1	56.5	1.6	11.3	30.6	124	3523	3523	0.00%	1266	70.68	2.5	Neural Network (Specific Model)	11	0.93	3523	255.5485862	4128701	0.68	5022	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__						GCF_026240945.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp026240945	94.75	0.79	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_000613185.1, s__Mycobacterium cosmeticum, 95.0, 91.52, 0.682; GCF_002101555.1, s__Mycobacterium canariasense, 95.0, 91.05, 0.626; GCF_011758805.1, s__Mycobacterium fluoranthenivorans, 95.0, 86.75, 0.263; GCA_016197365.1, s__Mycobacterium cosmeticum_A, 95.0, 86.68, 0.237; GCA_023264765.1, s__Mycobacterium sp023264765, 95.0, 86.14, 0.198"	58.87	11	0.99792	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	5012	4935	1266	genus	0.97	0.96	0.37	0.1	0.23	0.92	0.88	TRUE	1266	1266	172	13	0	0	4128701	4128701	1151347	157644	0	0	1266	16953	4128701	67.87	3523	1905	4216.6	390	1022	0
81	Rice straw	1	FBaRs1_35	bacteria_odb10	87.1	87.1	0	5.6	7.3	124	49958	49958	0.00%	122	93.9	0.54	Neural Network (Specific Model)	11	0.913	49958	345.7935349	3265735	0.42	2877	None	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp001586775	GCF_001586775.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp001586775	98.69	0.946							ani_screen	classification based on ANI only						2864	2798	122	kingdom	1	0.98	0	0	0	0.96	0.94	TRUE	122	122	102	79	50	21	3265735	3265735	3200394	3041929	2578045	1596301	122	142356	3265735	41.86	49958	12959	54860.3	22	71	0
82	Rice straw	1	FBaRs1_36	bacteria_odb10	91.1	75.8	15.3	3.2	5.7	124	5014	5014	0.00%	1542	84.98	4.34	Neural Network (Specific Model)	11	0.882	5014	287.1554044	6449818	0.74	6615	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinosynnema;s__Actinosynnema auranticum	GCF_002354875.1	96.48	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinosynnema;s__Actinosynnema auranticum	99.28	0.933							ani_screen	classification based on ANI only	"GCF_014648515.1, s__Actinosynnema coeruleofuscum, 95.0, 85.63, 0.182; GCF_003752005.1, s__Actinosynnema texasense, 95.0, 84.36, 0.15; GCF_024171695.1, s__Actinosynnema pretiosum, 95.0, 95.12, 0.782; GCF_009498035.1, s__Actinosynnema syringae, 95.0, 84.73, 0.15; GCF_000023245.1, s__Actinosynnema mirum, 95.0, 96.85, 0.83; GCF_030852425.1, s__Actinosynnema yanglingensis, 95.0, 84.66, 0.154"					6617	6437	1542	genus	0.91	0.88	0.39	0.04	0.08	0.94	0.83	TRUE	1542	1542	358	91	6	1	6449818	6449818	3237450	1403066	222575	83599	1542	83599	6449818	73.83	5014	2066	7941.4	356	1177	0
83	Rice straw	1	FBaRs1_38	bacteria_odb10	78.2	76.6	1.6	5.6	16.2	124	6502	6502	0.00%	677	86.3	6.08	Neural Network (Specific Model)	11	0.923	6502	305.1375839	3542368	0.42	3576	None	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium phlebotomi	GCF_008180195.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium phlebotomi	98.05	0.838							ani_screen	classification based on ANI only	"GCF_014692505.1, s__Sphingobacterium arenae, 95.0, 86.09, 0.276"					3558	3423	677	genus	0.83	0.8	0.49	0.09	0.2	0.76	0.61	FALSE	677	677	259	66	1	0	3542368	3542368	2284327	977373	28022	0	677	28022	3542368	41.52	6502	2652	8118.6	168	508	0
84	Rice straw	1	FBaRs1_39	bacteria_odb10	80.6	80.6	0	4.8	14.6	124	8633	8633	0.00%	180	100	0.1	Gradient Boost (General Model)	11	0.89	8633	280.543036	1204942	0.4	1278	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA7879;f__UBA5542;g__;s__											d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA7879;f__UBA5542;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		89.37	11	0.78268		1262	981	178	genus	0.64	0.49	0.55	0.07	0.16	0.57	0.28	FALSE	180	180	95	37	3	0	1204942	1204942	933580	536960	81810	0	180	29426	1204942	39.77	8633	3400	10363.8	45	132	0
85	Rice straw	1	FBaRs1_41	bacteria_odb10	91.1	91.1	0	3.2	5.7	124	13748	13748	0.00%	556	96	1.77	Gradient Boost (General Model)	11	0.927	13748	303.0700649	4970547	0.7	5081	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Beutenbergiaceae;g__Pseudactinotalea;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Beutenbergiaceae;g__Pseudactinotalea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_009733815.1, s__Pseudactinotalea suaedae, 95.0, 83.26, 0.292; GCF_009733845.1, s__Pseudactinotalea terrae, 95.0, 82.83, 0.24; GCF_009733795.1, s__Pseudactinotalea caeni, 95.0, 81.74, 0.162"	87.83	11	0.96046		5079	4768	556	family	0.76	0.72	0.22	0.6	3.76	0.66	0.47	TRUE	556	556	334	176	29	0	4970547	4970547	4280949	3154472	900220	0	556	46325	4970547	69.86	13748	4268	15364.9	119	376	0
86	Rice straw	1	FBaRs1_44	bacteria_odb10	79.8	79.8	0	0	20.2	124	90357	90357	0.00%	42	99.23	0.04	Gradient Boost (General Model)	11	0.868	90357	318.4517375	2276586	0.5	2072	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methylopilaceae;g__;s__											d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methylopilaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		85.9	11	0.8951		2077	1841	42	order	0.92	0.81	0.03	0.1	0.24	0.61	0.49	TRUE	42	42	41	39	28	13	2276586	2276586	2272079	2252822	2060121	1515208	42	288524	2276586	49.9	90357	25509	117809.2	8	28	0
87	Rice straw	1	FBaRs1_45	bacteria_odb10	56.4	54.8	1.6	8.9	34.7	124	3110	3110	0.00%	1140	64.55	4.83	Gradient Boost (General Model)	11	0.896	3110	240.3016801	3298431	0.64	4107	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudorhodoplanes;s__						GCA_023430245.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudorhodoplanes;s__Pseudorhodoplanes sp023430245	90.89	0.428	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudorhodoplanes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		53.74	11	0.99639		4093	3925	1139	order	0.92	0.88	0.87	0.03	0.06	0.76	0.67	FALSE	1140	1140	86	3	0	0	3298431	3298431	560347	33707	0	0	1140	12375	3298431	63.78	3110	1752	3580.1	368	937	0
88	Rice straw	1	FBaRs1_47	bacteria_odb10	78.2	67.7	10.5	8.1	13.7	124	8666	8666	0.00%	531	90.36	6.88	Neural Network (Specific Model)	11	0.923	8666	295.5842047	3484442	0.69	3634	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		62.22	11	0.9487	Genome has more than 15.8% of markers with multiple hits	3619	3500	530	order	0.89	0.86	0.31	0.03	0.06	0.74	0.63	TRUE	531	531	254	86	8	0	3484442	3484442	2620104	1426448	265609	0	531	41835	3484442	68.87	8666	3216	11301.7	120	382	0
89	Rice straw	1	FBaRs1_48	bacteria_odb10	73.4	71.8	1.6	16.9	9.7	124	5395	5395	0.00%	995	90.6	4.91	Gradient Boost (General Model)	11	0.91	5395	275.8706057	4283922	0.72	4722	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		74.98	11	0.94177		4737	4468	993	genus	0.73	0.69	0.3	0.19	0.47	0.77	0.53	TRUE	995	995	281	56	0	0	4283922	4283922	2324206	752373	0	0	995	23962	4283922	71.84	5395	2115	6580.5	247	757	0
90	Rice straw	1	FBaRs1_49	bacteria_odb10	55.6	52.4	3.2	14.5	29.9	124	3318	3318	0.00%	1197	72.13	5.99	Gradient Boost (General Model)	11	0.897	3318	260.1738513	3666600	0.72	4222	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella flava	GCF_005298075.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella flava	95.6	0.802							ani_screen	classification based on ANI only						4220	3877	1185	genus	0.58	0.53	0.52	0.04	0.08	0.71	0.37	FALSE	1197	1197	125	5	0	0	3666600	3666600	850426	56702	0	0	1197	12357	3666600	71.65	3318	1788	3912.2	371	973	0
91	Rice straw	1	FBaRs1_5	bacteria_odb10	83.1	81.5	1.6	4.8	12.1	124	43086	43086	0.00%	297	92.27	4.68	Gradient Boost (General Model)	11	0.82	43086	331.9584696	7416534	0.7	6116	None	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium;s__						GCA_019348475.1	95	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium;s__Longimicrobium sp019348475	86.33	0.295	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		82.18	11	0.97153		6114	4825	293	order	0.53	0.42	0.07	0.7	4.63	0.53	0.22	TRUE	297	297	227	188	111	41	7416534	7416534	7243155	6964934	5613560	3117611	297	185093	7416534	69.62	43086	14465	52717.1	54	164	0
92	Rice straw	1	FBaRs1_50	bacteria_odb10	75	75	0	9.7	15.3	124	9015	9015	0.00%	752	86.09	1.99	Neural Network (Specific Model)	11	0.932	9015	286.6599313	4553732	0.67	4949	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__						GCF_000317305.3	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium neoaurum_A	91.47	0.808	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_000691525.1, s__Mycobacterium neoaurum, 95.0, 91.17, 0.773; GCF_943913955.1, s__Mycobacterium bacteremicum_A, 95.0, 86.62, 0.422; GCF_002086115.1, s__Mycobacterium bacteremicum, 95.0, 86.51, 0.434; GCF_030499155.1, s__Mycobacterium frederiksbergense_A, 95.0, 83.73, 0.228; GCA_900078775.1, s__Mycobacterium aurum_A, 95.0, 83.73, 0.216; GCF_001428895.1, s__Mycobacterium sp001428895, 95.0, 83.68, 0.236; GCF_008329585.1, s__Mycobacterium sp008329585, 95.0, 83.56, 0.238; GCF_001644575.1, s__Mycobacterium sp001644575, 95.0, 83.43, 0.225; GCF_002968335.1, s__Mycobacterium sp002968335, 95.0, 83.41, 0.225; GCF_025822145.1, s__Mycobacterium frederiksbergense, 95.0, 83.36, 0.23; GCA_021648845.1, s__Mycobacterium sp021648845, 95.0, 83.26, 0.212; GCF_019456655.1, s__Mycobacterium diernhoferi, 95.0, 83.24, 0.197"	71.54	11	0.99788	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	4930	4878	752	genus	0.98	0.97	0.04	0.5	1	0.94	0.91	TRUE	752	752	285	121	19	1	4553732	4553732	3239028	2105414	609121	71874	752	71874	4553732	67.11	9015	2626	12676	139	522	0
93	Rice straw	1	FBaRs1_51	bacteria_odb10	83.9	83.9	0	8.9	7.2	124	6060	6060	0.00%	984	88.09	6	Gradient Boost (General Model)	11	0.931	6060	284.1378645	4730979	0.75	5179	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Kineosporiaceae;g__R-H-3;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Kineosporiaceae;g__R-H-3;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		78.13	11	0.86815		5181	4728	982	genus	0.54	0.5	0.23	0.72	5.94	0.68	0.33	TRUE	984	984	331	78	1	0	4730979	4730979	2817926	1070272	28639	0	984	28639	4730979	75.43	6060	2429	7284.3	249	742	0
94	Rice straw	1	FBaRs1_52	bacteria_odb10	67.7	66.1	1.6	8.9	23.4	124	5086	5086	0.00%	1049	78.58	1.09	Neural Network (Specific Model)	11	0.93	5086	269.2615026	4465402	0.67	5151	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium anyangense	GCF_010731855.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium anyangense	97.87	0.935							ani_screen	classification based on ANI only	"GCF_002887815.1, s__Mycobacterium sp002887815, 95.0, 84.55, 0.163; GCF_011694515.1, s__Mycobacterium sp011694515, 95.0, 86.8, 0.378; GCF_004745805.1, s__Mycobacterium sp004745805, 95.0, 84.37, 0.176; GCF_002723835.1, s__Mycobacterium sp002723835, 95.0, 84.87, 0.206; GCF_001494595.1, s__Mycobacterium sp001494595, 95.0, 88.56, 0.519; GCA_002007745.1, s__Mycobacterium litorale_A, 95.0, 84.86, 0.196; GCF_000559085.1, s__Mycobacterium aromaticivorans, 95.0, 84.18, 0.162"					5138	5073	1049	genus	0.97	0.96	0.21	0.15	0.34	0.88	0.84	TRUE	1049	1049	287	56	1	0	4465402	4465402	2283977	722615	26518	0	1049	26518	4465402	67.38	5086	2209	6192.3	277	808	0
95	Rice straw	1	FBaRs1_54	bacteria_odb10	96	96	0	3.2	0.8	124	60700	60700	0.00%	130	97.54	1.36	Gradient Boost (General Model)	11	0.909	60700	315.7666423	4265871	0.64	4101	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__						GCF_003391115.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__Sphingomonas_I crusticola	80.8	0.2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		96.09	11	0.98216		4079	3828	130	order	0.92	0.86	0.07	0.08	0.17	0.69	0.59	TRUE	130	130	109	91	52	27	4265871	4265871	4198104	4074116	3409034	2512501	130	224842	4265871	63.99	60700	16339	77617.4	21	73	0
96	Rice straw	1	FBaRs1_55	bacteria_odb10	63.7	61.3	2.4	8.9	27.4	124	12038	12038	0.00%	431	83.18	4.41	Neural Network (Specific Model)	11	0.909	12038	301.4387223	3044777	0.69	3068	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp003293595	GCF_003293595.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp003293595	98.66	0.857							ani_screen	classification based on ANI only	"GCA_947647645.1, s__Microbacterium sp947647645, 95.0, 85.89, 0.326; GCA_023451265.1, s__Microbacterium sp023451265, 95.0, 82.16, 0.151; GCF_017305435.1, s__Microbacterium sp017305435, 95.0, 81.12, 0.156; GCF_015350795.1, s__Microbacterium sp015350795, 95.0, 83.96, 0.322; GCF_001592125.1, s__Microbacterium hominis, 95.0, 86.25, 0.449; GCF_000411455.1, s__Microbacterium sp000411455, 95.0, 90.56, 0.664; GCF_016907555.1, s__Microbacterium laevaniformans, 95.0, 93.7, 0.668; GCF_016907815.1, s__Microbacterium aurum, 95.0, 82.07, 0.174"					3149	2974	389	kingdom	1	0.94	0	0	0	0.92	0.87	TRUE	431	431	196	105	11	0	3044777	3044777	2411271	1789104	341776	0	431	44076	3044777	69	12038	2946	13581.6	81	280	0
